C1QC	C1QB	0.999
CDC42	MAPK14	0.959
SUMO1	HDAC4	0.958
PSEN1	BACE1	0.958
PAK2	MAPK14	0.958
NEDD4	ERBB4	0.958
ACTR2	HIP1R	0.958
CHRNA2	CHRNB4	0.958
ACTB	WASF3	0.958
RAPGEF4	RIMS2	0.958
SH3KBP1	HIP1R	0.958
EGFR	RAB5A	0.958
FCHO2	CLTB	0.958
SLC18A3	SLC17A6	0.958
SLC18A3	SLC17A7	0.958
ITSN1	DNM3	0.958
MYO5A	ACTR2	0.958
SPTBN1	ANK1	0.958
NTS	GHSR	0.958
ITGB1	LAMA5	0.958
FCHO2	PACSIN2	0.958
PORCN	WNT7A	0.958
SYNJ2	SH3GL3	0.958
CPLX3	CPLX1	0.958
ITGB3	FGA	0.957
ACTB	MYH9	0.957
RAC1	BCR	0.957
SRC	PAK2	0.957
ITPR1	PLCG1	0.957
DLGAP2	NLGN3	0.957
HNRNPH2	HNRNPD	0.957
GAD2	SYT1	0.957
SRGAP2	CDC42	0.957
YES1	HRAS	0.957
ACTR2	ACTB	0.957
PDYN	CNR1	0.957
DNM2	HIP1R	0.957
ITSN1	SYT2	0.957
GHRH	CALCA	0.957
EXOC3	RAB10	0.957
SRC	ARF6	0.957
PTK2B	EGFR	0.957
CALM1	CALM2	0.957
NTRK3	SHC4	0.957
KIF1A	TUBA1A	0.957
ITSN1	RAB5A	0.957
ACTN1	SRC	0.956
FCHO2	ITSN1	0.956
SH3KBP1	SH3GL3	0.956
CDC42	WASF3	0.956
STX7	VAMP4	0.956
SH3GL2	SYT1	0.956
PLCB1	ITPR1	0.956
PAK3	MAPK14	0.956
FLNA	WNT5A	0.956
ITSN1	CLTA	0.956
SYT7	NRXN1	0.956
GAD2	GAD1	0.956
CDC42	NDEL1	0.956
SLC18A3	CHAT	0.956
NRXN1	SYT9	0.956
ILK	CTNNB1	0.956
MPP2	LIN7C	0.956
JAK2	PLCG1	0.956
DMD	RAPSN	0.956
CYFIP2	CDC42	0.956
PACSIN1	SH3GL3	0.956
SHC4	NTRK2	0.956
CACNA1D	CACNG4	0.956
GABRA2	GPHN	0.956
ACTR2	HIP1	0.956
DLG1	DLGAP1	0.955
CLTB	CLTA	0.955
DRD1	CALY	0.955
CALM1	CALM3	0.955
SH3GL2	EGFR	0.955
DNAJC5	STX1A	0.955
SRGAP2	RAC1	0.955
CDC42	MTOR	0.955
CTNNB1	CDH9	0.955
RPL23	PSMC4	0.955
EIF3B	EEF2	0.955
ARHGAP44	RAC1	0.955
CTTN	RAC1	0.955
HRAS	CNKSR2	0.955
VAMP7	AP3B1	0.955
JAK2	FYN	0.955
TNIK	CTNNB1	0.955
CDC42	EPHB2	0.955
DVL1	RAC1	0.954
DLG1	LRFN1	0.954
GRIN1	GRIA4	0.954
CDC42	DVL1	0.954
DLGAP1	HOMER2	0.954
SYT2	VAMP7	0.954
CTNND1	RAC1	0.954
CDC42	MYH10	0.954
GABRG2	ARHGEF9	0.954
VAMP2	SLC32A1	0.954
CHRM2	GRM8	0.954
DRD1	ADCY8	0.954
RAC1	OPHN1	0.954
SYN2	STX1A	0.954
PRKCZ	PDPK1	0.953
SH3KBP1	FYN	0.953
GDI2	RAB5B	0.953
YES1	CDC42	0.953
CCK	CHRM1	0.953
NLGN3	DLGAP1	0.953
RPL23	PSMC2	0.953
KIF1A	KIF5A	0.953
RPS3	EEF1A2	0.953
YWHAQ	MTOR	0.953
RPS3A	EEF1A2	0.953
CTNND1	CDH11	0.953
NRXN1	DLGAP1	0.953
EPHB2	SRC	0.953
SYNJ1	EPHB2	0.953
SEC22B	TMED9	0.952
ACTR2	CLTB	0.952
CDC42	PFN2	0.952
NRCAM	SCN2A	0.952
SYN2	SYN1	0.952
ACTR2	MYH9	0.952
CDC42	MYH9	0.952
CNR1	PENK	0.952
CPLX1	SLC17A7	0.952
AKAP5	PRKACA	0.952
DTNBP1	AP3B1	0.952
DNAJC6	HIP1R	0.952
CYFIP1	CDC42	0.952
CDC42	ARHGAP39	0.952
SNAPIN	VAMP2	0.952
ARRB1	ARF6	0.952
DNM1L	MFF	0.951
VAMP7	SYT1	0.951
CDC42	ITGB1	0.951
TNR	BCAN	0.951
DNM2	CLTB	0.951
HRAS	SYNGAP1	0.951
CDH1	ADAM10	0.951
DRD2	ADCY8	0.951
GRIA3	GRIN1	0.951
NRXN2	SYT1	0.951
SYNJ2	GAK	0.951
FCHO2	HIP1R	0.951
ITGB1	FLNA	0.951
RPL10A	EIF3B	0.951
DCC	FYN	0.951
SYT9	VAMP4	0.951
NTSR1	NMU	0.951
YES1	JAK2	0.951
SYNJ1	SYT2	0.951
SH3GL3	EGFR	0.951
PTEN	MTOR	0.951
ITGB1	SRC	0.951
PACSIN1	DNM2	0.951
DLGAP3	NLGN3	0.951
AGRN	BCAN	0.951
ARF6	EGFR	0.951
SRC	RAB5A	0.951
DNM2	SYNJ2	0.951
GNRH1	NTS	0.950
RAC1	FYN	0.950
ACTB	RAC1	0.950
ABI1	EGFR	0.950
CDC42	ABI2	0.950
DRD3	PENK	0.950
ARF6	TBC1D24	0.950
PICALM	EGFR	0.950
ARRB2	CTTN	0.950
ACTN2	ITGB1	0.950
ACTN2	GRIN1	0.950
EXOC3	RAC1	0.950
EXOC3	STX4	0.950
FLNA	RAC1	0.950
ARRB2	EGFR	0.950
AKT1	USP8	0.950
GAD2	GLUL	0.949
PLCB3	ITPR1	0.949
LIN7A	PPFIA3	0.949
CYFIP2	RAC1	0.949
YWHAQ	YWHAG	0.949
GAD2	PTPRN	0.949
DNM2	ACTR2	0.949
LIN7A	PPFIA4	0.949
AAK1	HIP1R	0.949
DNM2	EGFR	0.949
CTNNB1	RAB5A	0.949
SYT9	VAMP7	0.949
ERBB4	MDM2	0.949
GPHN	GABRA5	0.949
SYT8	VAMP7	0.949
CDC42	ENAH	0.949
FMR1	FXR2	0.949
GAD1	SYT1	0.949
SYNJ1	HIP1R	0.949
RAB4A	RAB5A	0.949
HTT	HIP1	0.949
RAB5A	VAMP4	0.949
DLGAP3	HOMER1	0.949
PRKACA	ITPR1	0.948
DLGAP2	NRXN2	0.948
RPL23	TUFM	0.948
EIF4EBP2	MTOR	0.948
AKT1	YWHAQ	0.948
PLCB4	ITPR1	0.948
ARRB1	CHRM1	0.948
CPLX1	SNAP23	0.948
ACTR2	ABI2	0.948
STX4	CPLX1	0.948
ADRB1	CALCA	0.948
FYN	NRP1	0.948
JAK2	CRKL	0.948
GAD1	GLUL	0.948
PACSIN1	DNM3	0.948
PICALM	HIP1	0.948
DNM3	CLTA	0.948
SYNJ1	AAK1	0.948
ACTN1	CDH1	0.948
GRIA3	GRIA4	0.948
NRCAM	NRP2	0.948
USH2A	USH1C	0.948
RELA	MAPK14	0.948
PICALM	VAMP4	0.947
GAD2	VAMP2	0.947
ADCYAP1	CRHR2	0.947
PRNP	FYN	0.947
BCAN	GPC1	0.947
ADRA1A	NTS	0.947
SYNJ1	ARRB1	0.947
CRKL	LRP8	0.947
ROR1	FZD5	0.947
AAK1	GAK	0.947
PPFIA3	SYN1	0.947
BDNF	NTRK3	0.947
CPLX1	SLC32A1	0.947
SYT8	VAMP4	0.947
KCNN2	KCNMA1	0.947
KCNJ9	GNG3	0.947
UNC13B	SLC18A3	0.947
SRC	EFNB3	0.947
DNAJC5	SNAP23	0.947
PDPK1	PRKCI	0.947
NEFL	GRIA2	0.947
PPP2R2A	RPS6KB1	0.947
GNRH1	NPFF	0.946
HRAS	NTRK2	0.946
RPL30	PABPC1	0.946
RAPGEF4	AKAP5	0.946
RAC1	EGFR	0.946
SRC	CRKL	0.946
DLG1	TANC1	0.946
NOS1	CTBP1	0.946
RELA	PRKCZ	0.946
HRAS	PAK2	0.946
DLGAP1	NRXN2	0.946
CTTN	DNM3	0.946
AKT1	YWHAG	0.946
RAC1	MYH9	0.946
APBA2	STX1A	0.946
AAK1	DNAJC6	0.946
SOS1	RAP1A	0.946
MYO5A	MYH9	0.946
HRAS	NTRK3	0.946
LIN7A	MPP2	0.946
EXOC3	ARF6	0.946
RPL23	PSMC5	0.945
DLGAP3	NRXN2	0.945
PICALM	SYNJ2	0.945
ARF1	AP1S1	0.945
AP1S1	AP3B1	0.945
CCK	GNRH1	0.945
STX7	SNAP47	0.945
PDYN	PENK	0.945
SOS1	BCR	0.945
CDC42	NTRK2	0.945
CTTN	PAK3	0.945
FCHO2	AAK1	0.945
BDNF	CDC42	0.945
RAB2B	RAB4A	0.945
SH3KBP1	ITSN1	0.945
RAC1	PLCG1	0.944
UNC13B	SYN1	0.944
ANK2	ITPR1	0.944
PTPRS	PPFIA4	0.944
DLG1	CTNNB1	0.944
RAB5C	ARL8A	0.944
AKT1	FYN	0.944
PRNP	GPC1	0.944
ENSG00000196689	CNR1	0.944
ARRB2	ARF6	0.944
CAMK2B	GRIA4	0.944
CTNNB1	PRKCI	0.944
PPFIA3	SNAP25	0.944
STX3	SNAP47	0.944
NOS1	AKT1	0.944
VAMP2	RAB5A	0.944
RAB5A	CLTA	0.944
SH3GL2	DNAJC6	0.944
AGRN	CHRNB1	0.944
CLTB	RAB5A	0.944
RPS13	EIF4E	0.944
ELK1	PRRT2	0.943
NRCAM	ANK1	0.943
GAD2	STX1A	0.943
GAK	AP3B1	0.943
NAPA	STX1B	0.943
DLGAP2	HOMER1	0.943
PPFIA3	SYT1	0.943
STX1A	SLC17A7	0.943
AGRN	SRC	0.943
LIN7A	NRXN1	0.943
ABI1	RAC1	0.943
EIF4E	RPL38	0.943
PTK2B	ITGB1	0.943
ITGB1	CRKL	0.943
UNC13B	SLC17A7	0.943
HRAS	RAC1	0.943
NEDD4	FBXO2	0.943
SLC18A2	SNAP25	0.943
FXYD6	ATP1A2	0.943
EXOC3	SNAP23	0.943
MDGA1	NTNG1	0.943
RAC1	CDH1	0.943
GRIA3	CAMK2B	0.943
RAB5A	PACSIN2	0.943
ELK1	MAPK14	0.943
ILK	ACTN1	0.943
SRC	RAP1A	0.943
SLC18A2	SLC32A1	0.942
ARHGAP22	CDC42	0.942
GRM1	PLCB1	0.942
SRC	PRKCI	0.942
GABRG3	GABRB3	0.942
ARRB1	OPRM1	0.942
ARRB2	WNT5A	0.942
NEFL	MTMR2	0.942
GRIA4	CACNG4	0.942
AAK1	ITSN1	0.942
ARRB2	OPRM1	0.942
AKT1	PRKCZ	0.942
VAMP7	BLOC1S6	0.942
STX4	RAB10	0.942
AKT1	YWHAH	0.942
DNM3	SYT1	0.942
RAB5C	DNM2	0.942
NRXN1	GRM1	0.942
DRD3	ADCY8	0.942
AGRN	CHRNA1	0.942
CDC42	EFNB2	0.942
AGRN	LRP8	0.942
GSK3B	RPS6KB1	0.941
EIF4E	RPL5	0.941
SLC8A3	SLC8A2	0.941
CDK5R1	NTRK2	0.941
SRC	MAPK14	0.941
NTRK3	PTPRO	0.941
HRH3	GNG3	0.941
PPP1CC	PPP2R2A	0.941
DNM2	RAB5B	0.941
RAC1	MAPK14	0.941
RELA	SRC	0.941
ITGB1	DMD	0.941
SH3KBP1	CTTN	0.941
PPFIA3	CPLX1	0.941
CHAT	ACHE	0.941
SOS1	PAK2	0.941
CCK	ADRA1A	0.941
RAB2B	RAB5A	0.941
DCC	SRC	0.941
CASK	SNAP25	0.940
NLGN3	HOMER1	0.940
NRXN1	DLGAP3	0.940
RAC1	CTNNB1	0.940
CDH15	CDH9	0.940
ARF1	RAC1	0.940
HNRNPH2	FUS	0.940
FYN	EFNA5	0.940
SOS1	ERBB4	0.940
CTTN	PAK2	0.940
FYN	EFNB2	0.940
DLGAP4	HOMER1	0.940
ARF1	DNM2	0.940
SH3KBP1	PICALM	0.940
PIP5K1C	CDH1	0.940
CDC42	EFNB1	0.940
ILK	RAC1	0.940
DNM3	RAB5A	0.940
CTTN	SYNJ2	0.940
DNM3	CLTB	0.940
DCC	CDC42	0.940
DRD2	GRM8	0.940
VAMP2	SLC18A2	0.940
CTNNB1	NTRK2	0.940
CCK	GRM1	0.940
GABRG3	GABRB1	0.940
FYN	EFNB1	0.940
YES1	EPHB2	0.940
GABRG3	GABRB2	0.940
DTNBP1	VAMP7	0.940
NUMB	SRC	0.940
FYN	PAK2	0.940
GRIA3	CACNG4	0.939
RELA	PRKACA	0.939
AAK1	HIP1	0.939
PACSIN1	HIP1R	0.939
AKT1	CDC42	0.939
GABRA1	GABRA5	0.939
SOS1	SH3KBP1	0.939
PICALM	SYT1	0.939
CTNNB1	CDH13	0.939
PSMC2	RELA	0.939
EIF4E	RPL10A	0.939
RPL5	TUFM	0.939
PSMC2	RPL5	0.939
HRAS	YWHAQ	0.939
NTF3	SRC	0.939
PLCB3	CHRM1	0.939
PLD1	P2RX1	0.939
ITGB3	CDC42	0.939
STX1A	SLC32A1	0.939
DNM2	SYT1	0.939
DNM2	VAMP4	0.939
ARRB1	RAB5A	0.939
DNM3	SYT2	0.939
HRAS	RELA	0.939
GRIK1	DLG1	0.939
EPHB2	RAC1	0.939
STX7	VAMP2	0.939
CTNND1	CDH15	0.938
CCK	NMU	0.938
CDC42	GDI2	0.938
C4A	FGA	0.938
RAB5A	SYT1	0.938
CASK	PPFIA4	0.938
DRD1	CRHR2	0.938
SEPT8	SEPT1	0.938
FYN	EFNB3	0.938
SLC18A3	VAMP2	0.938
AGRN	LAMA5	0.938
ARHGAP22	RAC1	0.938
PICALM	SYT2	0.938
RPS18	PSMC2	0.938
GRM1	CHRM1	0.938
SLC18A3	SNAP25	0.938
ZNRF1	ZNRF2	0.938
MYH10	RAC1	0.938
WNT3A	GSK3A	0.938
KCNJ4	KCNJ2	0.938
GRM1	NLGN3	0.938
ITSN1	ACTR2	0.938
PDYN	HRH3	0.938
NF1	PRKACA	0.938
SYN2	PPFIA3	0.938
NRXN1	SYT10	0.938
CCK	NPFF	0.938
SLC18A2	SYT1	0.938
LIN7A	NRXN2	0.938
AKT1	DENND1A	0.938
OPRM1	CNR1	0.938
BZRAP1	SYT1	0.938
HRAS	EPHB2	0.938
SYNJ1	VAMP2	0.938
HTR2B	NTS	0.938
RPL23	EIF3B	0.938
HIP1	VAMP4	0.937
ARRB2	AP3B1	0.937
CTNND1	CDH13	0.937
SYNJ2	CLTA	0.937
ITGB3	ITGB1	0.937
PTK2B	CRKL	0.937
PICALM	ACTR2	0.937
SH3GL3	HIP1R	0.937
SEC22B	TRAPPC4	0.937
GPC4	BCAN	0.937
PACSIN1	SH3GL2	0.937
RAB11B	RAB10	0.937
RNF19A	NEDD4	0.937
SH3GL3	SYT1	0.937
SLC18A2	SYN1	0.937
PDPK1	GSK3B	0.937
DNM2	SYT2	0.937
HIP1	HIP1R	0.937
ADCYAP1	NTRK2	0.937
GRIA4	GRIN2D	0.937
HIP1R	VAMP4	0.937
HRAS	GRIN1	0.937
PDPK1	GSK3A	0.937
MYO7A	PCDH15	0.937
HRAS	PAK3	0.937
PACSIN1	SYT1	0.937
KIF5A	TUBA1A	0.937
ARRB1	AP3B1	0.937
CNR1	OPRK1	0.937
PPFIA3	STX1A	0.936
CYFIP1	CYFIP2	0.936
YES1	GRIN1	0.936
MYH10	ACTC1	0.936
EIF3B	RPL38	0.936
CDC42	EFNB3	0.936
DVL1	GSK3A	0.936
PABPC1	RPL38	0.936
SCN10A	ANK1	0.936
CTTN	RAB5A	0.936
SUMO1	CTBP1	0.936
GNRH1	GHSR	0.936
ARF1	ARF6	0.936
ADORA2B	ADCY8	0.936
ITGB3	RAP1A	0.936
RPS19	EIF4E	0.936
CAMK2B	DLG1	0.936
PLCB4	GRM1	0.936
PPFIA3	VAMP2	0.936
YES1	CRKL	0.936
ITSN1	SYT1	0.936
GRM8	HRH3	0.936
ACTB	GSK3B	0.936
HRAS	YWHAG	0.936
CDC42	SH3KBP1	0.936
HIP1	EGFR	0.936
FYN	EGFR	0.936
ACTN1	CLU	0.936
YES1	STAT3	0.936
SEPT6	SEPT1	0.936
SOS1	YWHAH	0.936
DNAJC6	RAB5A	0.936
PRKACA	YWHAG	0.936
GAD2	CPLX1	0.935
PTK2B	RAC1	0.935
PRKACA	PPP1R1B	0.935
DNM3	HIP1R	0.935
BZRAP1	PPFIA3	0.935
STX10	STX7	0.935
AAK1	DNM2	0.935
GRIN1	LRFN1	0.935
ACTR2	GAK	0.935
ARF1	VAMP7	0.935
PICALM	RAB5A	0.935
SLC18A3	VAMP4	0.935
CACNA1D	SNAP25	0.935
PPP2R2A	EGFR	0.935
PPFIA3	SLC17A7	0.935
ERBB4	EGFR	0.935
SOS1	PTEN	0.935
ADRB1	ADCY8	0.935
SYN2	UNC13B	0.935
ITGA2	ITGA3	0.935
ACTR2	VAMP7	0.935
ARF1	RAB5A	0.935
NDEL1	CDK5R1	0.935
DNM3	SYNJ2	0.935
PSMC2	RPL8	0.935
SYT2	NRXN2	0.934
RPS18	PSMC4	0.934
SCN10A	ANK2	0.934
YES1	PTK2B	0.934
NTRK2	STAT3	0.934
PLD1	SNAP23	0.934
DMD	SSPN	0.934
RAB10	SNAP23	0.934
SEPT1	SEPT11	0.934
GRM1	NRXN2	0.934
AAK1	PICALM	0.934
ITGA8	ITGA3	0.934
SCN10A	ANK3	0.934
DNM2	HIP1	0.934
PPFIA3	LIN7B	0.934
DNM3	HIP1	0.934
ARRB1	F2R	0.934
ITSN1	CTTN	0.934
SYNJ1	CLTB	0.934
BDNF	HRAS	0.934
SCN2A	ANK1	0.934
DLGAP3	GRM1	0.934
VAMP2	BLOC1S6	0.934
PDYN	CHRM2	0.934
ADCYAP1	ADCY8	0.934
EGFR	ITGA3	0.934
OPRM1	GRM8	0.934
GRIA4	CACNG8	0.934
CHRM1	GNG3	0.934
CTTN	PACSIN2	0.933
CALM1	CACNA1D	0.933
PTK2B	DLGAP3	0.933
MYH10	PAK2	0.933
VAMP2	RAB10	0.933
CNR1	HRH3	0.933
CTNNB1	MAPK14	0.933
YWHAQ	YWHAH	0.933
PRKCI	CDH1	0.933
PPFIA4	LIN7B	0.933
PLD1	SNAP25	0.933
SH3GL2	VAMP2	0.933
CHRNA7	CHRNB4	0.933
RAB5B	CLTA	0.933
EIF4E	RPS9	0.933
MTOR	YWHAH	0.933
GRIA3	GRIN2D	0.933
SEC22B	ARFGAP1	0.933
PDYN	ADRA2C	0.933
RAB5C	CLTA	0.933
EPHB1	RAC1	0.933
SRC	GPC1	0.933
ACTR2	CORO1A	0.933
ITGB1	STAT3	0.933
PPP3CC	CALM1	0.933
CNR1	GRM8	0.933
LRP8	ITGA3	0.933
RAB2B	RAB21	0.933
CTNND1	RAP1A	0.933
NRXN1	STX1A	0.933
GPR98	USH1C	0.933
EIF4E	MAPK14	0.933
RAB33B	RAB15	0.933
ARF1	VAMP2	0.933
DNM2	VAMP2	0.933
FYN	MAPK14	0.932
RAB5A	CDH1	0.932
PLCB1	CHRM1	0.932
SYT2	STX1A	0.932
LIN7C	PPFIA4	0.932
DNAJC6	AP3B1	0.932
PIP5K1C	PLCB4	0.932
SEC22B	VAMP4	0.932
STX10	SEC22B	0.932
DLG1	GRIK5	0.932
RPL23	EEF1A2	0.932
RAB18	RAB21	0.932
DLGAP2	GRM1	0.932
GRIK3	DLG1	0.932
VPS45	STX7	0.932
CASK	NLGN3	0.932
SOS1	JAK2	0.932
CACNG7	CACNG8	0.932
NRXN1	SYT12	0.932
NPFF	NMU	0.932
AKAP5	KCNB1	0.932
RAB18	RAB33B	0.932
RELA	JAK2	0.932
BCR	PLCG1	0.932
CCK	GNG3	0.932
GRIA2	GRIN2D	0.932
SYNGAP1	NF1	0.932
BDNF	HTT	0.932
SNAPIN	VAMP7	0.932
PRKACA	ADCY8	0.932
SYNJ1	RAB5A	0.932
BDNF	CTNNB1	0.932
ACTN2	CAMK2B	0.932
OPRM1	DRD2	0.932
RAP1A	CRKL	0.932
FYN	ERBB4	0.931
FZD5	GSK3B	0.931
PABPC1	PSMC4	0.931
PAK3	MYH10	0.931
FCHO2	EGFR	0.931
NRCAM	DLG1	0.931
GRIK2	GRIK3	0.931
PPFIA3	LIN7C	0.931
SYNJ2	CLTB	0.931
DNM3	PACSIN2	0.931
HRAS	YWHAH	0.931
DLG1	CDH1	0.931
GRIK2	GRIK1	0.931
YWHAG	RAB11A	0.931
NUMB	PSMA3	0.931
ITSN1	GAK	0.931
SYNPR	SYNGR1	0.931
DLG1	LIN7C	0.931
AKT1	MAPK14	0.931
SLC18A2	STX1A	0.931
MYO5A	STX4	0.931
NF1	ACTB	0.931
STX7	STX3	0.931
UNC13B	PPFIA4	0.931
PRKCZ	PLCG1	0.931
AAK1	ACTR2	0.931
SYNJ2	SYT1	0.931
DNAJC6	SYT1	0.931
FXYD6	ATP1A3	0.931
VAMP7	STX1B	0.931
ITGB1	PTEN	0.930
SRC	DMD	0.930
ITSN1	EGFR	0.930
GRIA3	CACNG8	0.930
SYN2	PPFIA4	0.930
RPS18	PSMC5	0.930
ARHGAP39	RAC1	0.930
ACTR2	DNM3	0.930
MYO5A	VAMP2	0.930
EEF2	EEF1A2	0.930
RELA	MTOR	0.930
SNAPIN	AP3B1	0.930
RAB5C	VAMP4	0.930
RAB5A	RAB21	0.930
CTNND1	CDH9	0.930
EIF4E	RPS3A	0.930
CRKL	NTRK2	0.930
RPS18	EEF1A2	0.930
EPHB2	PSEN1	0.930
AAK1	CLTA	0.930
RAC1	ABR	0.930
SH3GL2	PACSIN2	0.930
FYN	PDPK1	0.930
RELA	ACTB	0.930
CD3E	FYN	0.930
RPS18	TUFM	0.930
CHRM4	GRM8	0.930
DRD2	OPRK1	0.930
PPP1CC	PPP1R1B	0.930
ARRB2	RAB5A	0.930
ADRA1A	P2RY1	0.930
DRD3	GRM8	0.930
CASK	SYN1	0.930
GAK	EGFR	0.930
GHRH	CRHR2	0.930
PAK3	FYN	0.930
RAC1	NTRK2	0.929
PIP5K1C	PLCB1	0.929
PDYN	GRM8	0.929
DNM2	VAMP7	0.929
PACSIN1	ITSN1	0.929
RGS14	RAP1A	0.929
SYT2	SYNJ2	0.929
RAB5B	VAMP7	0.929
NRXN1	HOMER1	0.929
DYNLL2	NDEL1	0.929
DTNBP1	VAMP2	0.929
PABPC1	RPS6KB1	0.929
PPP3CC	YWHAH	0.929
SYNJ2	RAB5A	0.929
VAMP2	SYP	0.929
EFNB2	EFNB1	0.929
CDC42	AGRN	0.929
RAB8B	RAB33B	0.929
CNR1	ADCY8	0.929
AGRN	CTTN	0.929
CDC42	PLCG1	0.929
GRM1	P2RY1	0.929
DNM3	VAMP4	0.929
ITGB1	COL4A5	0.929
GRM8	OPRK1	0.929
RAB33B	RAB10	0.929
PABPC1	RPS9	0.929
PICALM	SH3GL2	0.929
HRAS	AP3B1	0.929
ITGB1	FYN	0.929
OPRM1	DRD3	0.929
PDYN	ADCY8	0.929
MAP1LC3A	VDAC1	0.929
PTK2B	MAPK14	0.929
RAB2B	RAB33B	0.929
YES1	PAK2	0.929
GAK	RAB5A	0.929
RAB33B	RAB11A	0.928
SH3GL2	ACTR2	0.928
YES1	RAC1	0.928
SYT2	RAB5A	0.928
ITGB1	LRP8	0.928
SYT2	SYT1	0.928
EIF4E	RPL7	0.928
ADRB1	CRHR2	0.928
HTR1B	GRM8	0.928
AP1S1	GAK	0.928
KIF5A	KIF5C	0.928
ABLIM3	DCC	0.928
PACSIN1	VAMP2	0.928
P2RX6	P2RX4	0.928
SYT2	STX1B	0.928
ACTR2	VAMP4	0.928
UNC13B	CASK	0.928
AAK1	RAB5A	0.928
ADRA2C	ADCY8	0.928
ERC1	RELA	0.928
DRD3	OPRK1	0.928
ADCYAP1	DRD1	0.928
SH3GL2	SYT2	0.928
EIF4E	RPS23	0.928
ARRB1	DNM2	0.928
ITGB3	PDPK1	0.928
DNAJC5	CPLX1	0.928
SHC4	EGFR	0.928
SYNJ2	HIP1R	0.928
GDI2	RAB27B	0.928
SH3GL2	GAK	0.928
JAK2	EGFR	0.928
APBA2	NRXN2	0.928
CDC42	PPP1CC	0.928
RAB5C	VAMP7	0.928
DCC	RAC1	0.928
GABRB3	ARHGEF9	0.928
RAB3B	RAB11A	0.928
SYN1	PPFIA4	0.927
PPP3CC	YWHAG	0.927
PDYN	HTR1B	0.927
RAB27A	GDI2	0.927
CLTB	SYT1	0.927
DMD	PAK3	0.927
RAB5C	PACSIN2	0.927
CNTN1	PSEN1	0.927
TUFM	RPS9	0.927
SOS1	PDPK1	0.927
SRC	PAK3	0.927
OPRM1	ADRA2C	0.927
EIF4E	RPL6	0.927
PIP5K1C	RAC1	0.927
NRXN2	STX1A	0.927
GPER1	GRM8	0.927
NEFL	CAMK2B	0.927
ADRA2C	OPRK1	0.927
DLGAP3	HOMER2	0.927
HRAS	GRIN2D	0.927
YES1	SOS1	0.927
GABRG2	NPTN	0.927
YWHAG	TUBA1A	0.927
BZRAP1	SNAP25	0.927
PICALM	SH3GL3	0.927
FCHO2	VAMP7	0.927
SLC2A8	GAK	0.927
KCNJ4	GNG3	0.927
CTTN	VAMP7	0.927
RAC1	WASF3	0.927
CPLX1	CPLX4	0.927
RAB4A	RAB33B	0.927
NRXN1	HOMER2	0.927
SOS1	PAK3	0.927
SYT5	CACNA1D	0.927
ARRB2	RAB11A	0.926
DNAJC6	SYNJ2	0.926
CPLX1	PPFIA4	0.926
RAB5B	RAB8B	0.926
PDPK1	MDM2	0.926
JAK2	ERBB4	0.926
NRXN1	NRXN2	0.926
RAB4A	ARF6	0.926
YES1	AKT1	0.926
BDNF	RAC1	0.926
CAMK2B	GRIN2D	0.926
CHRM2	CNR1	0.926
EIF4E	RPS14	0.926
PRKCZ	CDH1	0.926
PPP3CC	CAMK2B	0.926
CTNND1	ADAM10	0.926
GNRH1	NMU	0.926
RAC1	EFNB1	0.926
GAD1	STX1A	0.926
YWHAQ	PPP2R2A	0.926
PACSIN2	HIP1R	0.926
ACTN2	DMD	0.926
CHRNA7	CHRNA4	0.926
FYN	PRKACA	0.926
RAB3GAP1	GDI2	0.926
GAD1	CPLX1	0.926
HOMER1	NRXN2	0.926
GRM1	HTR2B	0.926
CTNND1	DLG1	0.926
SYNJ2	EGFR	0.926
STX2	VAMP7	0.926
RAC1	PFN2	0.926
ARRB2	MAPK14	0.926
NRXN1	LIN7B	0.926
AGRN	PTPRS	0.926
ITPKA	PLCG1	0.926
ITSN1	HIP1R	0.926
AAK1	DNM3	0.926
CRHR2	CALCA	0.926
CDK5R1	PPP1R1B	0.926
RAB11B	RAB33B	0.925
CLU	FGA	0.925
CD3E	PLCG1	0.925
TMED9	ARFGAP1	0.925
ACTB	TUBB2B	0.925
GRIK4	DLG1	0.925
DNM3	RAB5B	0.925
CCK	NTSR1	0.925
UNC5C	FYN	0.925
PPP3CC	YWHAQ	0.925
ITSN1	EFNB2	0.925
PACSIN1	RAB5B	0.925
ASAP1	CNGB1	0.925
CTTN	CTNNB1	0.925
GRM8	ADCY8	0.925
PACSIN1	RAB5C	0.925
GRM1	NTS	0.925
SYT9	NRXN2	0.925
HRAS	EPHB1	0.925
PACSIN1	FCHO2	0.925
PACSIN1	RAB5A	0.925
CSPG5	GPC1	0.925
RAP1A	CTNNB1	0.925
NTF3	STAT3	0.925
GDI2	RAC1	0.925
ITSN1	DNAJC6	0.925
PACSIN1	DNAJC6	0.925
NEFL	GRIA4	0.925
HRAS	CAMK2B	0.925
MYO5A	SNAP23	0.925
RAB5C	DNM3	0.925
RPS19	PSMC2	0.925
RAB5C	ACTR2	0.925
LIN7A	SYT1	0.925
RAB5B	PACSIN2	0.925
RAC1	WNT5A	0.925
DLGAP2	HOMER2	0.924
PAK7	PAK3	0.924
ITGA2	LAMA5	0.924
OPRM1	ADCY8	0.924
YES1	PLCG1	0.924
PPP3CC	SYNJ2	0.924
ITGB3	HRAS	0.924
LIN7A	SNAP25	0.924
SYNJ1	HIP1	0.924
